"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"East Asia & Pacific (excluding high income)","EAP","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.5763065173422","80.4161158927745","80.1658211891593","80.1502077548254","79.9814652919021","79.8054920860538","79.509168354917","79.3528950511463","79.178547306693","78.9994310996843","78.6439676640672","78.1258759260763","77.6643548596788","77.2581081741441","76.7785921960653","76.3608846424348","76.232185769389","75.8416104579545","75.4098469900815","75.039063881599","75.2174938093917","75.0160797898674","74.6829255227818","74.5987691078074","74.4737756832674","74.2634065998145","73.9857314474807","73.9770925732719","73.9390482435628","72.7078177522858","73.4506508831668","73.8380749951952","",
"Early-demographic dividend","EAR","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.8713726899368","58.8992183797133","58.7695478496101","59.0059962228323","59.1436937770896","59.3895625515701","59.6525065673463","59.9411057837292","60.2267091142903","60.350293301252","60.0005593572485","59.5731024527124","59.330918585569","59.1438156520604","58.8427748147135","58.8237600750675","58.9452672175618","58.8373247749775","58.8412984845816","58.8818975136273","58.6686743772133","58.4616676400307","58.3863486539654","58.2434515825756","58.2365751534092","58.1658176987771","58.1280837000729","58.0909596064668","58.0586660908489","56.7263398831105","57.5310979052501","58.5498138199943","",
"East Asia & Pacific","EAS","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.2567157276267","79.1640794062686","78.968236204741","78.9989846607307","78.8881098647722","78.7856236469165","78.5806218019569","78.411889771556","78.2546640064155","78.1359428093336","77.8562331980688","77.4053131374767","76.9966497362811","76.6608844051583","76.2726794302935","75.938044289395","75.8514222047367","75.5085586031928","75.1090453155377","74.7822652515568","74.9526940808712","74.7807102070789","74.5337153182252","74.5276911394966","74.4575864042255","74.3180522519543","74.1210819189803","74.1796475990749","74.1901154723007","73.0387166687518","73.7598665777949","74.1846608725691","",
"Europe & Central Asia (excluding high income)","ECA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.4825075158811","65.4322135939249","64.5547703600101","65.4018802231535","65.2166685274791","64.9284329288304","64.4003732594837","64.2215816232641","63.984090223804","62.9621312459529","62.7566931475677","62.5995472747193","62.1416291729012","61.3261492010909","61.1403255270687","60.6750810959031","60.6573572587924","60.7085814494509","60.8796532649188","61.1157180359941","61.5038590958512","61.4352572155642","61.6748556421463","61.9331953479581","62.3333805462697","62.7633463736442","63.089015123146","63.3275384782801","63.5545611237221","61.7300939329751","62.7614669417121","63.0036313568245","",
"Europe & Central Asia","ECS","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.2408422358783","68.9183948036048","68.1916062937008","67.9750282713532","67.7694453521891","67.6057432508336","67.2978649605297","67.1923967892982","67.9385815751298","67.830222338664","67.4965790735314","67.6373269640688","67.6989328692473","67.7494790704876","68.0686464228874","68.2909028949167","68.5679970951238","68.8459383115494","68.8862839955862","68.9293052149639","69.1301818671523","69.4404780881582","69.6881732115202","69.9806516448333","70.2484427498195","70.7251818123941","71.0200172674448","71.2956570910121","71.466682813762","70.5804192333712","71.3534896339314","72.3147748916493","",
"Ecuador","ECU","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.703","64.709","64.704","64.93","64.959","64.938","65.872","68.133","66.852","65.535","66.18","66.819","67.452","69.617","69.109","70.141","69.012","68.872","66.4","65.197","64.218","64.99","64.886","65.29","68.32","70.359","70.977","69.538","69.146","63.512","69.104","69.208","",
"Egypt, Arab Rep.","EGY","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.085","49.633","50.379","51.313","50.191","49.485","48.781","48.075","49.75","48.507","47.248","45.581","46.535","47.484","48.434","49.387","50.315","50.011","50.314","51.785","51.268","50.955","50.998","50.742","49.516","49.001","47.296","45.669","44.569","44.029","45.556","46.471","",
"Euro area","EMU","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.2347481220397","65.7312802380904","65.5997409318482","65.7478216877388","65.6744780886139","65.9664362193297","66.2451161496866","66.7640068884648","67.2923868669448","67.627595003881","67.671137766321","68.2888770720153","68.9723873978825","69.2238116364574","69.8704803102123","70.4080098580076","70.8002586135053","71.2179514505768","71.3066346692307","71.3310770100511","71.4811997598227","72.0002936874859","72.2455217089161","72.4277595940886","72.5733778297506","73.0931525994535","73.3496235138335","73.6004908340244","73.9399266295737","72.9234184021766","73.8176851889567","74.7204689372919","",
"Eritrea","ERI","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.099","82.344","82.596","82.841","83.066","82.996","82.827","82.573","82.25","81.951","81.301","80.657","80.046","79.479","78.953","79.01","79.084","79.201","79.351","79.51","79.828","80.077","80.294","80.508","80.641","80.494","80.379","80.282","80.113","79.135","79.189","80.124","",
"Spain","ESP","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.416","59.621","59.884","60.622","60.581","61.201","62.106","62.743","63.559","65.153","64.394","66.473","67.799","68.751","70.024","71.094","71.773","72.738","73.111","73.551","73.933","74.28","74.294","74.217","74.341","74.246","73.933","73.744","73.785","72.273","73.753","74.1","",
"Estonia","EST","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.418","75.218","73.826","74.069","72.962","72.345","71.608","71.733","69.877","69.806","69.016","68.125","70.024","70.094","70.046","72.571","72.969","74.072","73.93","73.765","74.711","74.769","75.117","75.201","76.548","77.282","78.699","78.947","78.715","79.067","78.876","80.899","",
"Ethiopia","ETH","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.66","78.636","78.68","78.677","79.115","79.546","79.979","80.409","80.83","81.244","81.655","82.055","82.45","82.84","83.225","83.165","83.105","83.045","82.988","82.935","82.884","82.834","82.783","82.685","82.588","82.514","82.437","82.352","82.28","81.505","82.069","82.03","",
"European Union","EUU","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.410457756519","67.0031494787388","66.7337728373131","66.6749384379639","66.5001911835174","66.593980842145","66.728390754724","67.0099226044013","67.3928362739734","67.6536627634037","67.6673502165012","67.8127476033071","68.2338209995346","68.4316366481727","68.9322694685279","69.3996899675495","69.6805999209894","70.0779583279188","70.2325244000162","70.4147675597898","70.5499519557469","71.1286010127517","71.4599741758413","71.8059240775548","72.0342607068057","72.539931561472","72.9911686827713","73.305624266414","73.7105155908292","72.9504882044254","73.7390536877808","74.5767427407341","",
"Fragile and conflict affected situations","FCS","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.2209225455455","67.0875329243838","66.8910402147748","66.706080622075","66.6396420465155","66.5694214438811","66.4662290966493","66.3468247617327","66.199203459122","66.0523091904073","65.8966888371804","65.7304481559286","65.565177830033","65.4578938867294","65.3237847313586","65.100360293442","64.8944185289986","64.6338751843871","64.3597286807484","64.113477749642","63.9753945117425","63.5616186667398","63.3898450558609","63.3100658678182","63.1371838138225","63.0206380216636","62.8143311921832","62.6645509165334","62.2539404929467","61.2366573250542","61.092698692504","61.0804422497687","",
"Finland","FIN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.667","74.202","73.399","72.67","71.907","71.486","72.721","72.911","73.86","74.053","74.591","74.768","74.64","74.396","74.568","75.063","75.42","75.825","74.826","74.383","74.806","75.119","75.025","75.263","75.67","75.788","76.625","77.779","78.163","78.133","78.685","79.631","",
"Fiji","FJI","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.014","60.852","60.826","60.706","60.666","60.552","60.419","60.296","60.175","60.057","59.942","59.829","59.719","59.616","58.18","59.283","60.377","61.452","62.506","63.55","64.586","63.546","62.475","61.366","60.66","59.936","59.878","59.877","59.99","58.09","58.016","60.449","",
"France","FRA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.911","67.319","67.503","67.666","67.84","68.43","68.275","68.448","68.991","69.054","68.909","69.24","70.18","70.066","69.7","69.645","69.719","69.919","70.379","70.378","70.265","70.954","71.651","71.666","72.021","72.206","72.193","72.568","72.372","71.704","73.705","74.311","",
"Faroe Islands","FRO","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.279","53.225","53.196","53.146","53.081","53.001","52.91","52.788","52.586","52.415","52.25","52.067","51.895","51.717","51.554","51.308","51.119","50.915","50.75","50.639","50.511","50.393","50.3","50.229","50.182","50.271","50.352","50.426","50.493","47.494","48.028","50.444","",
"United Kingdom","GBR","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.541","76.156","75.723","75.565","75.308","75.517","75.677","75.488","75.277","75.557","75.195","75.324","75.305","75.275","75.658","76.033","75.824","76.098","75.903","75.629","75.805","76.264","76.637","76.878","77.101","77.53","77.8","78.117","78.368","78.04","77.439","77.552","",
"Georgia","GEO","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.52","68.993","69.514","70.077","69.819","69.189","68.655","68.475","69.227","66.677","69.032","68.088","69.379","68.101","67.571","66.011","67.583","68.289","69.964","71.253","72.031","73.17","72.837","73.488","74.746","74.053","71.945","69.713","68.414","68.68","69.33","68.596","",
"Ghana","GHA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.264","77.965","77.659","77.347","77.032","76.714","76.394","76.07","75.747","75.423","75.126","74.828","74.53","74.229","73.923","73.615","73.302","72.986","72.663","72.337","72.007","71.675","71.344","71.015","70.685","70.654","70.635","70.609","70.589","69.941","69.882","70.578","",
"Gibraltar","GIB","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.816","65.907","65.981","66.027","66.054","66.145","66.225","66.274","66.29","66.275","66.365","66.425","65.693","64.956","64.215","63.468","62.714","61.958","61.2","60.442","59.684","58.923","58.163","57.4","56.641","55.892","55.146","54.402","53.657","53.15","53.111","53.489","",
"Gambia, The","GMB","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.946","58.1","58.219","58.377","58.536","58.696","58.854","59.009","59.163","59.313","59.46","59.602","59.736","59.861","59.984","60.108","60.233","60.36","60.49","60.62","60.748","60.877","61.066","61.246","61.427","61.615","61.806","62.001","61.944","61.337","61.629","61.828","",
"Guinea-Bissau","GNB","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.81","58.729","58.649","58.55","58.427","58.438","58.375","58.056","57.941","57.855","57.744","57.616","57.492","57.374","57.264","57.191","57.117","57.043","56.974","56.917","56.911","56.863","56.831","56.787","56.758","56.747","56.723","56.672","56.619","56.084","56.498","56.6","",
"Equatorial Guinea","GNQ","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.241","59.252","59.257","59.222","59.139","59.008","58.838","58.66","58.501","58.37","58.259","58.145","58.049","57.978","57.927","57.842","57.763","57.705","57.663","57.621","57.563","57.454","57.354","57.275","57.21","57.197","57.165","57.133","57.099","54.385","54.98","56.966","",
"Greece","GRC","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.062","58.995","59.337","60.184","60.881","61.804","61.916","63.577","63.732","63.819","63.188","63.752","64.395","65.581","65.855","66.252","66.077","66.154","66.75","67.21","66.628","66.895","66.943","66.828","67.003","67.116","67.078","66.903","67.039","66.008","66.467","68.654","",
"Grenada","GRD","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.507","63.628","63.709","63.788","63.9","63.924","64.017","64.137","64.205","64.261","64.261","64.333","64.352","64.399","63.976","63.551","63.123","62.692","62.258","61.821","63.01","67.02","61.99","62.402","62.404","62.515","62.659","62.298","61.081","59.458","60.835","62.159","",
"Guam","GUM","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.153","74.814","74.442","74.038","73.617","73.183","72.732","72.272","71.81","71.361","69.16","65.897","65.647","65.376","64.864","66.6","61.363","63.465","65.555","65.408","66.908","67.176","67.463","67.764","68.071","68.376","68.677","68.985","69.289","68.55","69.662","70.144","",
"Guyana","GUY","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.189","61.537","61.886","61.63","61.369","61.105","60.843","60.586","60.334","60.083","59.834","59.581","59.421","59.271","59.118","58.961","58.804","58.652","58.506","58.368","58.244","58.122","57.999","57.883","57.773","57.667","57.564","57.398","53.234","52.846","52.655","53.33","",
"High income","HIC","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.7877023715205","70.7055319223755","70.3645115932766","70.171366489546","70.1446685253433","70.1953359355453","70.2215082100751","70.1026030551089","70.6424396752888","70.8033796350458","70.5720383573781","70.6401256474549","70.6665247170849","70.828670062662","71.1452405062308","71.4780613612223","71.6746503194756","71.8897054483954","71.7044079283611","71.5764847378307","71.5873691951376","71.8764852043942","72.0780555727547","72.3524191002067","72.553338223248","73.0144861501514","73.3231097727052","73.6789629402086","74.0131731802005","73.332788680369","73.9735292148932","74.6556215163916","",
"Hong Kong SAR, China","HKG","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.85","69.008","69.48","69.831","69.5","69.632","69.92","70.363","69.788","69.191","70.262","70.936","70.584","70.634","70.421","70.788","70.863","70.536","70.472","69.197","69.87","70.495","71.521","71.62","72.112","72.427","72.816","73.351","73.037","72.56","72.803","71.801","",
"Honduras","HND","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.107","67.223","67.36","67.214","67.342","67.279","67.343","67.362","67.187","65.656","65.094","64.531","63.965","63.396","62.823","61.035","60.087","60.734","61.871","63.121","60.89","59.69","63.929","65.599","65.506","64.964","65.722","68.357","66.205","61.783","63.92","64.175","",
"Heavily indebted poor countries (HIPC)","HPC","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.3274201809593","72.2666046476847","72.1067155796728","72.0075532272124","72.0433477830763","72.035516861889","71.9912841386599","71.9594875592397","71.9237380462175","71.8481453906294","71.8528862391475","71.8361555325484","71.7905495359047","71.7888545972714","71.7593257237038","71.5978078050941","71.3375636035447","71.0993834315193","70.8215816654287","70.5504016028338","70.2559284084766","69.837996763379","69.6641256266328","69.4510008662052","69.2188119538687","69.172902063007","68.9683032998358","68.9005441376918","68.6888248989446","67.9751612438417","68.0446271737128","68.2605316231694","",
"Croatia","HRV","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.44","65.158","64.835","64.483","64.237","64.023","63.732","63.421","63.094","62.743","62.4","62.058","61.137","62.276","60.718","60.386","65.564","65.742","65.667","65.195","64.305","64.047","63.909","66.399","67.21","65.857","66.654","66.473","66.638","67.099","68.425","69.311","",
"Haiti","HTI","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.491","67.153","66.812","66.469","66.126","65.66","65.193","64.723","64.254","63.785","64.003","64.223","64.444","64.666","64.888","65.256","65.635","66.006","66.387","66.735","66.933","66.908","66.988","67.085","67.113","67.149","67.213","67.254","67.151","66.531","66.863","66.738","",
"Hungary","HUN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.332","64.316","61.909","60.032","58.989","57.768","57.126","58.159","59.395","59.768","59.343","59.411","60.435","60.096","61.176","61.922","61.699","61.382","61.397","62.063","62.403","63.602","64.598","66.887","68.569","70.049","71.092","71.888","72.577","72.765","76.148","76.865","",
"IBRD only","IBD","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.8300982747886","69.7172518257292","69.4606931842395","69.4036503605363","69.3924951668611","69.2618470580947","69.22806312714","69.2060708972471","69.3905454117556","69.3281859744957","68.9242323219263","68.4956664957925","68.1409835493038","67.8862958125544","67.5879897207672","67.4149611741134","67.3698196360386","67.1347387193082","66.9553302919287","66.6822959546838","66.5307579855972","66.3073523419392","66.0876981315311","65.9438610440642","65.8638553233163","65.7327932720529","65.5326615594659","65.4012685025522","65.2794214248449","63.7286595366505","64.7965820391211","65.519367126063","",
"IDA & IBRD total","IBT","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.956448039147","68.8442429601539","68.6062761185068","68.5452954947095","68.4956980598645","68.3985778698396","68.3742959539844","68.3523102041798","68.4838290007116","68.4076427633275","68.0567925165035","67.6919289569224","67.3863889254666","67.1648523304082","66.8958420940958","66.7100437362151","66.623660950712","66.3897240918004","66.2178726956395","65.9718185101737","65.8061720424493","65.5699614420423","65.3753623236113","65.2254116542059","65.1651015862626","65.0353803741617","64.9031213792049","64.7770359674254","64.6775699187958","63.3572527126754","64.2085250679501","64.7862172585211","",
"IDA total","IDA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.8924789642474","64.8198452708901","64.7089135507283","64.6722168961971","64.4907554152332","64.5794977382669","64.6282599805139","64.6404631559918","64.5814283045567","64.4870053732157","64.4006043489029","64.3374207597365","64.2672837227096","64.2114193115501","64.0894833025257","63.8832094500426","63.6681488361665","63.4738247852458","63.3677520675709","63.2644648046935","63.0846078030879","62.8374871881227","62.7685512182336","62.6306481254652","62.6774385296593","62.5913970269401","62.7352677490558","62.6671761864391","62.6820053969117","62.1502460913602","62.336318102868","62.5199800975679","",
"IDA blend","IDB","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.1275983410769","59.2296438439379","59.0596399543635","59.0074647540273","58.6278982374137","58.9478312699579","59.2530673349882","59.1373296741134","59.1946652608911","59.2632888470622","59.2556465071642","59.2871540740979","59.3235038453249","59.3372450975359","59.1841429938203","59.0445096807345","59.0055635930764","58.8967943921444","59.0333937890492","59.1545188670012","59.0571842628306","59.0575927452516","59.0651177256979","58.8354767809467","59.2218198760448","59.0723839802896","58.9045908056208","58.720439452374","59.0528304847182","58.776014955116","59.3865145516043","59.6478234756873","",
"Indonesia","IDN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.769","68.04","67.34","68.715","68.695","68.673","68.069","68.666","69.081","69.586","69.098","68.024","67.652","67.607","66.576","66.424","68.414","68.61","68.273","68.875","69.41","69.984","69.306","69.095","69.043","68.778","69.08","70.062","70.608","69.675","68.207","69.09","",
"IDA only","IDX","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.7343670694514","67.5683456814742","67.4761913658869","67.4449915588607","67.3626782493972","67.3487610494046","67.2832768826411","67.3687613454108","67.2598306325825","67.0991556346737","66.9885777504779","66.8792661616855","66.7519009323286","66.6611721531413","66.5544071303416","66.3136029770657","66.0111627763288","65.7772846182169","65.5529984381087","65.3404802956375","65.1196053146936","64.7438356859472","64.6326197069286","64.5365068670914","64.4065596215465","64.3427492363307","64.6324200398176","64.6144318077583","64.4657401937048","63.8035372504884","63.7785332873132","63.9233687464169","",
"Isle of Man","IMN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.896","55.878","55.881","55.905","56.473","57.04","57.608","58.175","58.742","59.308","58.794","58.279","57.762","57.241","56.716","56.742","56.766","56.791","56.818","56.847","56.173","55.501","55.376","55.235","55.061","54.81","54.524","54.221","53.923","53.202","54.097","55.356","",
"Not classified","INX","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.344","63.585","64.356","65.13","65.147","65.925","66.634","68.924","70.637","71.585","71.437","71.464","71.69","72.034","74.253","74.859","75.472","74.754","72.961","71.582","71.239","71.25","71.965","71.967","72.121","72.735","72.695","72.957","73.291","71.913","74.546","76.758","",
"Iran, Islamic Rep.","IRN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.841","46.272","45.715","45.156","44.584","44.009","44.344","44.674","45.004","45.333","45.663","46.005","46.349","46.686","47.023","46.175","45.322","43.115","44.082","43.471","41.907","42.6","42.687","42.531","43.817","45.282","46.632","47.063","46.903","44.199","43.972","46.033","",
"Iraq","IRQ","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.844","43.681","43.697","43.705","43.658","43.65","43.528","43.539","43.545","43.549","43.549","43.545","43.538","43.528","43.513","43.494","43.47","43.309","43.149","42.993","42.837","42.68","43.681","44.694","44.744","44.795","43.534","43.562","43.32","41.179","41.521","42.863","",
"Iceland","ISL","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.041","82.698","82.45","82.914","85.968","84.578","83.647","85.362","86.755","88.547","88.414","87.163","87.748","86.619","85.765","86.845","86.917","85.966","84.302","84.487","84.271","84.684","85.651","87.172","88.207","89.205","88.532","87.358","87.097","84.886","84.864","86.528","",
"Israel","ISR","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.564","67.16","68.751","69.772","70.191","69.565","69.25","68.561","68.981","69.708","69.552","68.666","69.068","69.604","69.98","70.464","71.079","70.942","70.89","71.249","70.965","73.233","73.106","73.764","73.743","73.682","73.669","73.521","73.2","71.513","71.649","73.337","",
"Italy","ITA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.98","58.874","58.521","58.185","57.976","58.404","58.723","59.407","59.951","60.359","60.777","61.587","62.417","63.163","62.796","62.96","62.667","63.161","62.504","62.224","62.334","63.81","63.699","64.316","64.417","65.303","65.764","65.968","66.061","64.424","64.676","65.758","",
